oshwaUid,country,projectName,responsibleParty,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
MU000006,Mauritius,Stormduino 4 Layer Edition,Nathan Mangar,Electronics,Other,No software,Other,2021-04-15T00:00-04:00,1,1,1,https://certification.oshwa.org/mu000006.html
US002613,United States of America,StratoSoar,Charles Nicholson,Other,CERN-OHL-S-2.0,GPL-3.0-or-later,GPL-3.0-or-later,2024-03-08T00:00-05:00,24,1,1,https://certification.oshwa.org/us002613.html
US002736,United States of America,StratoSpore,Andrew,Electronics,Other,MIT,Other,2025-05-09T00:00-04:00,5,0,1,https://certification.oshwa.org/us002736.html
US002788,United States of America,Stringman,Nathaniel Nifong,Robotics,Other,Other,Other,2025-11-07T00:00-05:00,5,0,1,https://certification.oshwa.org/us002788.html
US002716,United States of America,Suitcase Synth Modulino,Tomorrow Lab,Education,CERN-OHL-W-2.0,CERN-OHL-W-2.0,CC-BY-SA-4.0,2025-01-30T00:00-05:00,1,0,1,https://certification.oshwa.org/us002716.html
US000551,United States of America,SWD (2x5 1.27mm) Cable Breakout Board,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,18,6,7,https://certification.oshwa.org/us000551.html
US002489,United States of America,Switched JST-PH 2-Pin SMT Right Angle Breakout Board,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-11T00:00-04:00,69,31,17,https://certification.oshwa.org/us002489.html
IN000049,India,SYNAPSE,Pankhtech India Private Limited,Electronics,CERN-OHL-S-2.0,MIT,CC-BY-SA-4.0,2023-12-08T00:00-05:00,18,5,0,https://certification.oshwa.org/in000049.html
DE000116,Germany,Synth Labs 060 PCB,Conor Burns,Electronics,CERN-OHL-S-2.0,GPL,CC BY-SA,2021-09-16T00:00-04:00,7,2,1,https://certification.oshwa.org/de000116.html
US002582,United States of America,Synthwave,OpenAir Collective,Environmental,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2023-11-18T00:00-05:00,10,0,2,https://certification.oshwa.org/us002582.html
US001062,United States of America,System76 Launch Configurable Keyboard,System76,Electronics,Other,GPL,CC BY-SA,2021-02-17T00:00-05:00,1421,66,47,https://certification.oshwa.org/us001062.html
US002131,United States of America,System76 Launch Heavy Configurable Keyboard,System76,Other,Other,GPL-3.0-only,CC BY-SA,2022-10-21T00:00-04:00,1421,66,47,https://certification.oshwa.org/us002131.html
US002092,United States of America,System76 Launch Lite Configurable Keyboard,System76,Electronics,Other,GPL-3.0-only,CC BY-SA,2022-03-23T00:00-04:00,1421,66,47,https://certification.oshwa.org/us002092.html
US002354,United States of America,System76 Nebula19,System76,Enclosure,Other,GPL,CC BY-SA,2023-07-20T00:00-04:00,443,37,29,https://certification.oshwa.org/us002354.html
US002355,United States of America,System76 Nebula36,System76,Enclosure,Other,GPL,CC BY-SA,2023-07-20T00:00-04:00,443,37,29,https://certification.oshwa.org/us002355.html
US002653,United States of America,System76 Nebula40,System76,Enclosure,Other,GPL,CC BY-SA,2024-06-21T00:00-04:00,443,37,29,https://certification.oshwa.org/us002653.html
US002356,United States of America,System76 Nebula49,System76,Enclosure,Other,GPL,CC BY-SA,2023-07-20T00:00-04:00,443,37,29,https://certification.oshwa.org/us002356.html
US000142,United States of America,System76 Thelio,System76,Electronics,Other,GPL-3.0-only,CC BY-SA,2018-11-01T00:00-04:00,443,37,29,https://certification.oshwa.org/us000142.html
US002674,United States of America,System76 Thelio Astra,System76,Electronics,Other,GPL,CC BY-SA,2024-09-19T00:00-04:00,443,37,29,https://certification.oshwa.org/us002674.html
US000143,United States of America,System76 Thelio Major,System76,Electronics,Other,GPL,CC BY-SA,2018-11-01T00:00-04:00,443,37,29,https://certification.oshwa.org/us000143.html
US000144,United States of America,System76 Thelio Massive,System76,Electronics,Other,GPL-3.0-only,CC BY-SA,2018-11-01T00:00-04:00,443,37,29,https://certification.oshwa.org/us000144.html
US000677,United States of America,System76 Thelio Mega,System76,Electronics,Other,GPL,CC BY-SA,2020-10-16T00:00-04:00,443,37,29,https://certification.oshwa.org/us000677.html
US002652,United States of America,System76 Thelio Mega,System76,Electronics,Other,GPL,CC BY-SA,2024-06-28T00:00-04:00,443,37,29,https://certification.oshwa.org/us002652.html
US002708,United States of America,System76 Thelio Mega,System76,Electronics,Other,GPL,CC BY-SA,2025-01-09T00:00-05:00,443,37,29,https://certification.oshwa.org/us002708.html
US002646,United States of America,SYSTEM76 THELIO MIRA/SPARK,System76,Electronics,Other,GPL,CC-BY-SA-4.0,2024-06-13T00:00-04:00,443,37,29,https://certification.oshwa.org/us002646.html
US001063,United States of America,SYSTEM76 THELIO MIRA/SPARK,System76,Electronics,Other,GPL,CC BY-SA,2021-02-17T00:00-05:00,443,37,29,https://certification.oshwa.org/us001063.html
US000146,United States of America,System76 Thelio U.2 Backplane,System76,Electronics,Other,GPL,CC BY-SA,2018-11-01T00:00-04:00,91,11,14,https://certification.oshwa.org/us000146.html
US000145,United States of America,System76 Thelio-IO,System76,Electronics,Other,GPL,CC BY-SA,2018-11-01T00:00-04:00,91,11,14,https://certification.oshwa.org/us000145.html
CN000002,China,Tango 3D Printer Control Board,"Shenzhen Big Tree Technology Co., Ltd.",3D Printing,Other,Apache,Other,2018-04-30T00:00-04:00,25,14,9,https://certification.oshwa.org/cn000002.html
JP000023,Japan,TatamiRacer,Koichi Kobayashi,Robotics,MIT,MIT,MIT,2025-09-19T00:00-04:00,25,3,5,https://certification.oshwa.org/jp000023.html
ES000034,Spain,TC Logger Device,MakingDevices,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2023-02-09T00:00-05:00,9,2,2,https://certification.oshwa.org/es000034.html
ES000033,Spain,TectOH,Universidad Rey Juan Carlos,Science,CERN-OHL-W-2.0,LGPL,CC-BY-4.0,2023-01-11T00:00-05:00,1,2,2,https://certification.oshwa.org/es000033.html
